"b_pubid","b_sourceid","b_classname","b_batchid","b_credate","b_upddate","b_creator","b_updator","b_pendingactions","b_matchgrp","b_oldmatchgrp","b_xgrp","b_confirmationstatus","b_confscore","b_confscoretype","b_hassuggmerge","b_suggmergeid","b_suggmergeconfscore","b_suggmergeconfscoretype","b_suggmergemasterscount","id","b_oldsdpk","b_confirmedsdpk","first_name","last_name","phonetic_first_name","phonetic_last_name","normalized_first_name","normalized_last_name","nickname","member_id","date_of_birth","normalized_street","normalized_city","normalized_state","source_email","cleansed_email","valid_email_domain","source_phone","standardized_phone","phone_geocoding_data","value_status","person_type","addstreet","addcity","addstate","addpostal_code","addcountry","mdm_id","effective_update_date","guess_gender"
CRM,"1352226",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,992,,,NOT_CONFIRMED,,,,,,,,10366,10366,,Lucinda,Clingingsmith,LSNT,KLNJ,lucinda,clingingsmith,lu,"486-31-7842",1993-03-18,"91195 HANUA ST",KAPOLEI,HAWAII,lucy@clingingsmith.com,lucy@clingingsmith.com,"1","808-682-3122",(808) 682-3122,"Kapolei, HI",,PROSPECT,"91195 Hanua St",Kapolei,HI,"68707",US,,2025-03-20 14:19:13.959,FEMALE
CRM,"1352415",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,993,,,NOT_CONFIRMED,,,,,,,,10367,10367,,Tuan,Corbett,TN,KRBT,tuan,corbett,tuan,"920-47-5281",1992-11-09,"16 MAPLE ST",MECHANIC FALLS,MAINE,tuan@corbett.com,tuan@corbett.com,"0","207-345-7845",(207) 345-7845,"Mechanic Falls, ME",,PROSPECT,"16 Maple St",Mechanic Falls,ME,"04258",US,,2025-03-20 14:19:14.038,MALE
CRM,"1352961",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,994,,,NOT_CONFIRMED,,,,,,,,10368,10368,,Harry,Elbers,HR,ELBR,harry,elbers,harold,"657-49-2831",1995-11-17,"106 T ST",EUREKA,CALIFORNIA,harold@elbers.com,harold@elbers.com,"1","707-442-1642",(707) 442-1642,"Eureka, CA",,PROSPECT,"106 T St",Eureka,CA,"65501",US,,2025-03-20 14:19:14.091,MALE
CRM,"1353814",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,997,,,NOT_CONFIRMED,,,,,,,,10369,10369,,Ross,Taulman,RS,TLMN,ross,taulman,ross,"168-32-5112",1978-11-06,"1201 3RD AVE #-3400",SEATTLE,WASHINGTON,roscoe@taulman.com,roscoe@taulman.com,"0","206-682-4857",(206) 682-4857,"Seattle, WA",NORMAL,CUSTOMER,"1201 3rd Ave #-3400",Seattle,WA,"66101",US,,2025-03-20 14:19:14.017,MALE
CRM,"1356431",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1126,,,NOT_CONFIRMED,,,,,,,,10372,10372,,Dino,Mitchen,TN,MXN,dino,mitchen,dino,"647-54-1452",1983-01-11,"400 N PENNSYLVANIA AVE #-500",ROSWELL,NEW MEXICO,dino@mitchen.com,dino@mitchen.com,"1","505-622-3923",(505) 622-3923,New Mexico,NORMAL,CUSTOMER,"400 N Pennsylvania Ave #-500",Roswell,NM,"66201",US,,2025-03-20 14:19:13.991,MALE
CRM,"1356506",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1127,,,NOT_CONFIRMED,,,,,,,,10373,10373,,Katharine,Sankar,K0RN,SNKR,katharine,sankar,katharine,"100-33-2917",1977-02-09,"5122 LEWIS AVE",TOLEDO,OHIO,katharine@sankar.com,katharine@sankar.com,"1","419-476-7118",(419) 476-7118,"Toledo, OH",NORMAL,CUSTOMER,"5122 Lewis Ave",Toledo,OH,"43812",US,,2025-03-20 14:19:14.082,FEMALE
CRM,"1361292",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1128,,,NOT_CONFIRMED,,,,,,,,10377,10377,,Virgie,Geuder,FRJ,JTR,virgie,geuder,virgie,"853-20-5140",1980-09-05,"1922 S LAREDO ST",SAN ANTONIO,TEXAS,virgie@geuder.com,virgie@geuder.com,"1","210-224-1698",(210) 224-1698,"San Antonio, TX",NORMAL,CUSTOMER,"1922 S Laredo St",San Antonio,TX,"76207",US,,2025-03-20 14:19:13.862,FEMALE
CRM,"1365204",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1129,,,NOT_CONFIRMED,,,,,,,,10378,10378,,Wesley,Sahagun,WSL,SHKN,wesley,sahagun,wesley,"951-21-4063",1978-11-15,"2404 W MERCURY BLVD",HAMPTON,VIRGINIA,wesley@sahagun.com,wesley@sahagun.com,"0","757-827-1035",(757) 827-1035,"Hampton, VA",,PROSPECT,"2404 W Mercury Blvd",Hampton,VA,,US,,2025-03-20 14:19:13.985,MALE
CRM,"1366369",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1130,,,NOT_CONFIRMED,,,,,,,,10379,10379,,Lisa,Hilgeman,LS,HLJM,lisa,hilgeman,liz,"443-76-2679",1977-08-11,"600 GRANT ST #-42",PITTSBURGH,PENNSYLVANIA,elisa@hilgeman.com,elisa@hilgeman.com,"1","412-566-1804",(412) 566-1804,"Pittsburgh, PA",,PROSPECT,"600 Grant St #-42",Pittsburgh,PA,,US,,2025-03-20 14:19:14.050,FEMALE
CRM,"1366458",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1131,,,NOT_CONFIRMED,,,,,,,,10380,10380,,Earline,Hendel,ERLN,HNTL,earline,hendel,earline,"287-48-1265",1969-09-21,"4850 RHAWN AVE",PHILADELPHIA,PENNSYLVANIA,earline@hendel.com,earline@hendel.com,"1","215-338-6850",(215) 338-6850,"Philadelphia, PA",NORMAL,CUSTOMER,"4850 Rhawn Ave",Philadelphia,PA,"19136",US,,2025-03-20 14:19:14.149,FEMALE
CRM,"1366536",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1132,,,NOT_CONFIRMED,,,,,,,,10381,10381,,Nelda,Elbers,NLT,ELBR,nelda,elbers,nelda,"111-54-8188",1997-02-02,"100 FEDERAL AVE",BOSTON,MASSACHUSETTS,nelda@elbers.com,nelda@elbers.com,"1","617-330-5446",(617) 330-5446,"Boston, MA",,PROSPECT,"100 Federal Ave",Boston,MA,"02110",US,,2025-03-20 14:19:13.997,FEMALE
CRM,"1368072",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1133,,,NOT_CONFIRMED,,,,,,,,10382,10382,,Sheena,Missel,XN,MSL,sheena,missel,sheena,"941-75-9295",1979-09-20,"789 SHERMAN AVE",DENVER,COLORADO,sheena@missel.com,sheena@missel.com,"1","303-860-0262",(303) 860-0262,"Denver, CO",,PROSPECT,"789 Sherman Ave",Denver,CO,"80203",US,,2025-03-20 14:19:13.876,FEMALE
CRM,"1368095",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1134,,,NOT_CONFIRMED,,,,,,,,10383,10383,,Edmundo,Resides,ETMN,RSTS,edmundo,resides,edmundo,"277-92-3725",1988-10-23,"222 W 6TH AVE",JUNCTION CITY,KANSAS,edmundo@resides.com,edmundo@presidency.com,"1","785-762-2986",(785) 762-2986,"Junction City, KS",NORMAL,CUSTOMER,"222 W 6th Ave",Junction City,KS,"66441",US,,2025-03-20 14:19:13.888,MALE
CRM,"1369203",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1135,,,NOT_CONFIRMED,,,,,,,,10385,10385,,Lynn,Willer,LN,WLR,lynn,willer,lynn,"283-53-2401",1983-06-16,"343 SANSOME AVE",SAN FRANCISCO,CALIFORNIA,lynn@willer.com,lynn@willer.com,"1","415-981-1865",(415) 981-1865,"San Francisco, CA",,PROSPECT,"343 Sansome Ave",San Francisco,CA,"94104",US,,2025-03-20 14:19:14.153,FEMALE
CRM,"1370624",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1006,,,NOT_CONFIRMED,,,,,,,,10386,10386,,Dan,Lamoureux,TN,LMRK,dan,lamoureux,danny,"757-26-6745",1978-12-09,"810 W BRIDGE AVE",STREATOR,ILLINOIS,daniel@lamoureux.com,daniel@lamoureux.com,"1","815-672-0290",(815) 672-0290,"Streator, IL",NORMAL,CUSTOMER,"810 W Bridge Ave",Streator,IL,"61364",US,,2025-03-20 14:19:13.879,MALE
CRM,"1370933",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1008,,,NOT_CONFIRMED,,,,,,,,10387,10387,,Tina,Maschak,TN,MSKK,tina,maschak,christina,"283-26-8698",1988-03-12,"210 N SAINT CLAIR AVE",DAYTON,OHIO,christina@maschak.com,christina@maschak.com,"1","937-222-7228",(937) 222-7228,"Dayton, OH",NORMAL,CUSTOMER,"210 N Saint Clair Ave",Dayton,OH,"45402",US,,2025-03-20 14:19:13.950,FEMALE
CRM,"1372230",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1010,,,NOT_CONFIRMED,,,,,,,,10388,10388,,Jame,Okimoto,JM,OKMT,jame,okimoto,jame,"184-89-1643",1983-10-23,"210 S CARANCAHUA AVE",CORPUS CHRISTI,TEXAS,jame@okimoto.com,jame@okimoto.com,"1","361-889-6534",(361) 889-6534,"Corpus Christi, TX",,PROSPECT,"210 S Carancahua Ave",Corpus Christi,TX,"78401",US,,2025-03-20 14:19:14.164,MALE
CRM,"1372234",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1136,,,NOT_CONFIRMED,,,,,,,,10389,10389,,Russ,Schettler,RS,SKTL,russ,schettler,russell,"657-18-4621",1981-07-22,"689 W MAIN AVE",FREEHOLD,NEW JERSEY,russell@schettler.com,russell@schettler.com,"1","732-409-1741",(732) 409-1741,New Jersey,NORMAL,CUSTOMER,"689 W Main Ave",Freehold,NJ,"07728",US,,2025-03-20 14:19:14.178,MALE
CRM,"1372351",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1137,,,NOT_CONFIRMED,,,,,,,,10390,10390,,Dan,Runions,TN,RNNS,dan,runions,danny,"148-94-3957",1996-12-28,"44 SCHOOL AVE",BOSTON,MASSACHUSETTS,daniel@runions.com,daniel@runions.com,"1","617-367-6047",(617) 367-6047,"Boston, MA",NORMAL,CUSTOMER,"44 School Ave",Boston,MA,"02108",US,,2025-03-20 14:19:14.105,MALE
CRM,"1373036",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1138,,,NOT_CONFIRMED,,,,,,,,10391,10391,,Eloisa,Resides,ELS,RSTS,eloisa,resides,eloisa,"647-66-8094",1974-04-05,"224 SAINT LOUIS AVE",EDWARDSVILLE,ILLINOIS,eloisa@resides.com,eloisa@presidency.com,"1","618-656-9506",(618) 656-9506,"Edwardsville, IL",NORMAL,CUSTOMER,"224 Saint Louis Ave",Edwardsville,IL,"62025",US,,2025-03-20 14:19:14.097,FEMALE
CRM,"1374265",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1139,,,NOT_CONFIRMED,,,,,,,,10393,10393,,Dale,Balliew,TL,BL,dale,balliew,dale,"517-40-9855",1980-10-14,"216 BIRCH AVE",KENNETT SQUARE,PENNSYLVANIA,dale@balliew.com,dale@wallet.com,"1","610-444-4527",(610) 444-4527,"Kennett Square, PA",NORMAL,CUSTOMER,"216 Birch Ave",Kennett Square,PA,"19348",US,,2025-03-20 14:19:14.136,MALE
CRM,"1374473",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1011,,,NOT_CONFIRMED,,,,,,,,10394,10394,,Buster,Tukuafa,BSTR,TKF,buster,tukuafa,buster,"742-79-3759",1972-10-24,"822 BARONNE AVE",NEW ORLEANS,LOUISIANA,buster@tukuafa.com,buster@tukuafa.com,"0","504-522-0979",(504) 522-0979,"New Orleans, LA",,PROSPECT,"822 Baronne Ave",New Orleans,LA,"70113",US,,2025-03-20 14:19:14.092,MALE
CRM,"1376534",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1014,,,NOT_CONFIRMED,,,,,,,,10395,10395,,Cortez,Derer,KRTS,TRR,cortez,derer,cortez,"951-85-1389",1976-12-21,"1415 N 32ND AVE",FORT SMITH,ARKANSAS,cortez@derer.com,cortez@derer.com,"1","479-785-7023",(479) 785-7023,"Fort Smith, AR",,PROSPECT,"1415 N 32nd Ave",Fort Smith,AR,"72904",US,,2025-03-20 14:19:14.037,MALE
CRM,"1376827",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1015,,,NOT_CONFIRMED,,,,,,,,10396,10396,,Reginald,Kososky,RJNL,KSSK,reginald,kososky,reggie,"680-76-1657",1969-01-11,"600 S INDIAN HILL AVE",CLAREMONT,CALIFORNIA,reggie@kososky.com,reggie@kososky.com,"0","909-625-9884",(909) 625-9884,California,NORMAL,CUSTOMER,"600 S Indian Hill Ave",Claremont,CA,"91711",US,,2025-03-20 14:19:13.921,MALE
CRM,"1376927",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1016,,,NOT_CONFIRMED,,,,,,,,10397,10397,,Lexi,Assante,LKS,ASNT,lexi,assante,lexi,"596-32-8212",1990-03-02,"484 LINCOLN AVE",MIDDLESEX,NEW JERSEY,alexis@assante.com,alexis@assante.com,"1","732-563-0191",(732) 563-0191,New Jersey,,PROSPECT,"484 Lincoln Ave",Middlesex,NJ,"08846",US,,2025-03-20 14:19:14.010,MALE
CRM,"1377537",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1017,,,NOT_CONFIRMED,,,,,,,,10398,10398,,Mason,Shabazz,MSN,XBS,mason,shabazz,mason,"333-60-2356",1974-04-19,"89 E NATIONWIDE AVE",COLUMBUS,OHIO,mason@shabazz.com,mason@shabazz.com,"1","614-221-4018",(614) 221-4018,"Columbus, OH",HIGH,CUSTOMER,"89 E Nationwide Ave",Columbus,OH,"43215",US,,2025-03-20 14:19:13.821,MALE
CRM,"1378963",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1140,,,NOT_CONFIRMED,,,,,,,,10399,10399,,Jonah,Bamfield,JN,BMFL,jonah,bamfield,jonah,"892-94-4443",1986-08-14,"180 N STETSON AVE",CHICAGO,ILLINOIS,jonah@bamfield.com,jonah@bamfield.com,"0","312-565-2859",(312) 565-2859,"Chicago, IL",NORMAL,CUSTOMER,"180 N Stetson Ave",Chicago,IL,"60601",US,,2025-03-20 14:19:13.932,MALE
CRM,"1379472",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1141,,,NOT_CONFIRMED,,,,,,,,10400,10400,,Ted,Hilgeman,TT,HLJM,ted,hilgeman,teddy,"272-61-6179",1984-11-10,"1 WHITNEY AVE",NEW HAVEN,CONNECTICUT,edmund@hilgeman.com,edmund@hilgeman.com,"1","203-865-1215",(203) 865-1215,"New Haven, CT",,PROSPECT,"1 Whitney Ave",New Haven,CT,"06510",US,,2025-03-20 14:19:14.176,MALE
CRM,"1380441",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1142,,,NOT_CONFIRMED,,,,,,,,10401,10401,,Barnabas,Summerset,BRNB,SMRS,barnabas,summerset,barney,"275-62-9396",1987-05-24,"5242 BOLSA AVE",HUNTINGTON BEACH,CALIFORNIA,barney@summerset.com,barney@summerset.com,"1","714-897-5451",(714) 897-5451,California,NORMAL,CUSTOMER,"5242 Bolsa Ave",Huntington Beach,CA,"92649",US,,2025-03-20 14:19:14.103,UNKNOWN
CRM,"1381226",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1143,,,NOT_CONFIRMED,,,,,,,,10402,10402,,Mose,Pravata,MS,PRFT,mose,pravata,mose,"585-94-2297",1969-02-15,"1011 EDGEWATER AVE",RIDGEFIELD,NEW JERSEY,mose@pravata.com,mose@pravata.com,"0","201-941-5345",(201) 941-5345,New Jersey,,PROSPECT,"1011 Edgewater Ave",Ridgefield,NJ,"07657",US,,2025-03-20 14:19:14.052,MALE
CRM,"1384577",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1020,,,NOT_CONFIRMED,,,,,,,,10406,10406,,Roy,Averhart,R,AFRH,roy,averhart,roy,"516-19-2273",1973-02-17,"101 S SAN MATEO DR",SAN MATEO,CALIFORNIA,roy@averhart.com,roy@averhart.com,"0","650-342-2438",(650) 342-2438,"San Mateo, CA",NORMAL,CUSTOMER,"101 S San Mateo Dr.",San Mateo,CA,"94401",US,,2025-03-20 14:19:14.064,MALE
CRM,"1384862",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1021,,,NOT_CONFIRMED,,,,,,,,10407,10407,,Eloisa,Schaedler,ELS,SKTL,eloisa,schaedler,eloisa,"829-19-3956",1977-11-17,"191 PEACHTREE ST NE",ATLANTA,GEORGIA,eloisa@schaedler.com,eloisa@schaedler.com,"1","404-818-6870",(404) 818-6870,Georgia,NORMAL,CUSTOMER,"191 Peachtree St Ne",Atlanta,GA,"30303",US,,2025-03-20 14:19:13.893,FEMALE
CRM,"1385955",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1023,,,NOT_CONFIRMED,,,,,,,,10408,10408,,Cal,Taulman,KL,TLMN,cal,taulman,calvin,"736-12-9335",1984-03-31,PETROLEUM,WICHITA,KANSAS,caleb@taulman.com,caleb@taulman.com,"0","316-625-8492",(316) 625-8492,Kansas,NORMAL,CUSTOMER,Petroleum,Wichita,KS,"67202",US,,2025-03-20 14:19:14.131,MALE
CRM,"1386206",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1024,,,NOT_CONFIRMED,,,,,,,,10409,10409,,Kelley,Taulman,KL,TLMN,kelley,taulman,kelley,"281-25-8641",1976-09-06,"1111 SUPERIOR AVE E",CLEVELAND,OHIO,kelley@taulman.com,kelley@taulman.com,"0","216-771-0715",(216) 771-0715,"Cleveland, OH",NORMAL,CUSTOMER,"1111 Superior Ave E",Cleveland,OH,"44114",US,,2025-03-20 14:19:14.047,MALE
CRM,"1388210",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,974,,,NOT_CONFIRMED,,,,,,,,10411,10411,,Abe,Corbett,AB,KRBT,abe,corbett,abe,"505-79-3923",1986-10-06,"12 S 12TH ST",PHILADELPHIA,PENNSYLVANIA,abraham@corbett.com,abraham@corbett.com,"0","215-627-9067",(215) 627-9067,"Philadelphia, PA",,PROSPECT,"12 S 12th St",Philadelphia,PA,"19107",US,,2025-03-20 14:19:13.855,MALE
CRM,"1388630",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1144,,,NOT_CONFIRMED,,,,,,,,10412,10412,,Carmine,Anadio,KRMN,ANT,carmine,anadio,carmine,"519-24-3777",1994-02-28,"93 MAIN ST",ORONO,MAINE,carmine@anadio.com,carmine@anadio.com,"1","207-866-5602",(207) 866-5602,"Orono, ME",NORMAL,CUSTOMER,"93 Main St",Orono,ME,"04473",US,,2025-03-20 14:19:13.929,MALE
CRM,"1390591",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1146,,,NOT_CONFIRMED,,,,,,,,10413,10413,,Lyle,Hilgeman,LL,HLJM,lyle,hilgeman,lyle,"981-39-4921",1991-03-26,"115 N 20TH ST",TAMPA,FLORIDA,lyle@hilgeman.com,lyle@hilgeman.com,"1","813-248-1861",(813) 248-1861,"Tampa, FL",NORMAL,CUSTOMER,"115 N 20th St",Tampa,FL,"33605",US,,2025-03-20 14:19:14.124,MALE
CRM,"1391074",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1147,,,NOT_CONFIRMED,,,,,,,,10414,10414,,Claude,Averhart,KLT,AFRH,claude,averhart,claude,"511-99-9733",1969-02-15,"49 S CARROLL ST",FREDERICK,MARYLAND,claude@averhart.com,claude@averhart.com,"0","301-698-3706",(301) 698-3706,"Frederick, MD",,PROSPECT,"49 S Carroll St",Frederick,MD,"21701",US,,2025-03-20 14:19:13.848,MALE
CRM,"1391721",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1148,,,NOT_CONFIRMED,,,,,,,,10415,10415,,Alex,Anadio,ALKS,ANT,alex,anadio,alex,"646-53-7605",1992-02-25,"1651 W BASELINE RD",TEMPE,ARIZONA,alexander@anadio.com,alexander@anadio.com,"1","480-491-3109",(480) 491-3109,Arizona,,PROSPECT,"1651 W Baseline Rd",Tempe,AZ,"85283",US,,2025-03-20 14:19:14.048,MALE
CRM,"1391914",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1028,,,NOT_CONFIRMED,,,,,,,,10416,10416,,Thanh,Spark,"0N",SPRK,thanh,spark,thanh,"771-74-9982",1991-05-15,"1800 IDS CTR",MINNEAPOLIS,MINNESOTA,thanh@spark.com,thanh@spark.com,"1","612-339-5614",(612) 339-5614,"Minneapolis, MN",NORMAL,CUSTOMER,"1800 Ids Ctr",Minneapolis,MN,"55402",US,,2025-03-20 14:19:14.078,MALE
CRM,"1392184",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1029,,,NOT_CONFIRMED,,,,,,,,10417,10417,,Clare,Poitier,KLR,PTR,clare,poitier,clara,"422-95-5398",1969-07-16,"28500 GREEN OAK DR",ROSEVILLE,MICHIGAN,clair@poitier.com,clair@poitier.com,"1","586-296-0808",(586) 296-0808,Michigan,,PROSPECT,"28500 Green Oak Dr",Roseville,MI,"48066",US,,2025-03-20 14:19:14.096,FEMALE
CRM,"1392270",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1030,,,NOT_CONFIRMED,,,,,,,,10418,10418,,Adele,Richardson,ATL,RXRT,adele,richardson,dell,"180-77-9038",1981-01-09,"15 PLEASANT AVE E",PARAMUS,NEW JERSEY,AdelaideMackson@gmail.com,adelaidemackson@gmail.com,"1","201-845-4885",(201) 845-4885,New Jersey,NORMAL,CUSTOMER,"15 Pleasant Ave E",Paramus,NJ,"07652",US,,2025-03-20 14:19:13.836,FEMALE
CRM,"1392285",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1149,,,NOT_CONFIRMED,,,,,,,,10419,10419,,Quinton,Svec,KNTN,SFK,quinton,svec,quinton,"900-15-6539",1987-09-28,"160 BELMONT AVE",GARFIELD,NEW JERSEY,quinton@svec.com,quinton@svec.com,"1","973-772-6233",(973) 772-6233,"Clifton, NJ",,PROSPECT,"160 Belmont Ave",Garfield,NJ,"07026",US,,2025-03-20 14:19:14.130,MALE
CRM,"1399550",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1039,,,NOT_CONFIRMED,,,,,,,,10424,10424,,Dixie,Jackowiak,TKS,JKWK,dixie,jackowiak,dixie,"776-66-7217",1983-12-16,"18017 ROSELAND RD",CLEVELAND,OHIO,dixie@jackowiak.com,dixie@jackowiak.com,"1","216-531-6191",(216) 531-6191,"Cleveland, OH",,PROSPECT,"18017 Roseland Rd",Cleveland,OH,"44112",US,,2025-03-20 14:19:14.158,FEMALE
CRM,"1399801",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1040,,,NOT_CONFIRMED,,,,,,,,10425,10425,,Jill,Clark,JL,KLRK,jill,clark,jill,"442-85-5714",1979-11-13,"44 GALLOWAY RD",WARWICK,NEW YORK,jill@guzzetta.com,jill@guzzetta.com,"1","986-1216","986-1216",,NORMAL,CUSTOMER,"44 Galloway Rd",Warwick,NY,"10990",US,,2025-03-20 14:19:13.961,FEMALE
CRM,"1400678",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1041,,,NOT_CONFIRMED,,,,,,,,10426,10426,,Frannie,Maggert,FRN,MKRT,frannie,maggert,frannie,"560-16-1778",1972-07-22,"8000 COOPER AVE",RIDGEWOOD,NEW YORK,fran@maggert.com,fran@maggert.com,"1","718-894-8022",(718) 894-8022,New York,,PROSPECT,"8000 Cooper Ave",Ridgewood,NY,"11385",US,,2025-03-20 14:19:13.865,UNKNOWN
CRM,"1403605",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,979,,,NOT_CONFIRMED,,,,,,,,10430,10430,,Margarito,Winland,MRKR,WNLN,margarito,winland,margarito,"735-44-3085",1982-01-05,"1856 LOMBARDY DR",RAPID CITY,SOUTH DAKOTA,margarito@winland.com,margarito@winland.com,"1","348-4444","348-4444",,,PROSPECT,"1856 Lombardy Dr",Rapid City,SD,"57701",US,,2025-03-20 14:19:14.168,MALE
CRM,"1408293",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,981,,,NOT_CONFIRMED,,,,,,,,10432,10432,,J,Kososky,J,KSSK,j,kososky,j,"932-71-1622",1989-06-19,"100 WILSHIRE BLVD #-500",SANTA MONICA,CALIFORNIA,j@kososky.com,j@kososky.com,"0","458-6371","458-6371",,NORMAL,CUSTOMER,"100 Wilshire Blvd #-500",Santa Monica,CA,"90401",US,,2025-03-20 14:19:13.935,UNKNOWN
CRM,"1409489",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1044,,,NOT_CONFIRMED,,,,,,,,10433,10433,,Carroll,Spark,KRL,SPRK,carroll,spark,carroll,"325-59-6053",1992-02-08,"500 S RANDALL ST",RHOME,TEXAS,carroll@spark.com,carroll@spark.com,"1","636-2216","636-2216",,,PROSPECT,"500 S Randall St",Rhome,TX,"76078",US,,2025-03-20 14:19:13.842,MALE
CRM,"1410025",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1045,,,NOT_CONFIRMED,,,,,,,,10434,10434,,Dell,Tarka,TL,TRK,dell,tarka,della,"771-86-1622",1978-02-24,KINGSBURY SQUA,ZEPHYR COVE,NEVADA,adele@tarka.com,adele@tarka.com,"1","588-1343","588-1343",,,PROSPECT,Kingsbury Squa,Zephyr Cove,NV,"89448",US,,2025-03-20 14:19:14.125,MALE
CRM,"1410141",Person,89,2025-03-11 17:14:24.247,2025-03-20 14:19:30.538,semadmin,semadmin,NONE,1046,,,NOT_CONFIRMED,,,,,,,,10435,10435,,Britt,Rave,BRT,RF,britt,rave,britt,"430-89-8443",1979-02-05,"2501 WAYZATA BLVD",MINNEAPOLIS,MINNESOTA,britt@rave.com,britt@rave.com,"1","377-6491","377-6491",,,PROSPECT,"2501 Wayzata Blvd",Minneapolis,MN,"55405",US,,2025-03-20 14:19:14.186,MALE
